"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gn","gn1","human_mouse","lca","name"
"63337446",272.612035290054,-1.03369411717682,0.117797070969737,-8.77521069638806,1.70584180936729e-18,1.91211744970001e-15,"BN452_00333,BN521_01655,BN588_00125,BN747_02447,BN815_01685","","False",1239,"gi|548192878|ref|WP_022413561.1| glyceraldehyde-3-phosphate dehydrogenase [Clostridium sp. CAG:288]"
"61501312",125.609768450559,-10.2373287709026,1.19020430495605,-8.60132057015254,7.88040302762396e-18,8.20237377989545e-15,"CPA1,Cpa1","","True",314146,"sp|P15085|CBPA1_HUMAN Carboxypeptidase A1 OS=Homo sapiens GN=CPA1 PE=1 SV=2"
"61534311",63.9530269672384,-6.39068446377354,0.749937328919168,-8.52162469760504,1.57330498159176e-17,1.46514571188751e-14,"DMBT1","DMBT1","True",9606,"sp|Q9UGM3-6|DMBT1_HUMAN Isoform 6 of Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1"
"63803622",107.157731027009,-2.15668696385696,0.253160608758879,-8.51904636519134,1.60872436111722e-17,1.46514571188751e-14,"BN539_00739,BN704_00166,BN588_00316,BN580_00626,RBR_06970,Clocl_3825,BN657_01775,BN636_00567,BN815_02049,FP2_16170,Ccel_0323,Cthe_1767,BN519_00853,BN578_01322,FPR_19940,BN495_00581,BN531_01402,BN818_00582,Clo1313_2440,BN792_00872,BN491_01662,BN753_00774,BN776_01247,BN558_01828,BN621_00521,BN720_00367,BN603_01049,BN513_00570,BN462_01419,BN819_00214","","False",2,"gi|489625244|ref|WP_003529684.1| MULTISPECIES: hypothetical protein [Clostridium]"
"62761516",116.595629087855,-10.1298089014191,1.1927707151135,-8.49267069778388,2.01941888769427e-17,1.73099835479299e-14,"EUR_01830,BN626_00671,BN518_02260,EUBREC_0542,ERE_24170","","False",186802,"gi|238922953|ref|YP_002936466.1| putative sugar-binding secreted protein [Eubacterium rectale ATCC 33656]"
"57029745",120.688005548185,-2.49651809077738,0.297516974971969,-8.39117865799959,4.81292282208825e-17,3.89632840908167e-14,"BN536_02264,BN803_00760,BN658_00207,BN537_01233,BN484_01787,BN538_01443,BN772_03485,BN535_00001","","False",2,"gi|547967868|ref|WP_022367827.1| putative uncharacterized protein [Firmicutes bacterium CAG:882]"
"38324850",104.508435358313,-2.07694638249936,0.249693003595366,-8.31799991426716,8.94600778255244e-17,6.86111712670285e-14,"","","False",NA,"SRS013158.1103-T1-C"
"3972270",134.463966856559,-3.94418890101251,0.485482246614439,-8.12427010156957,4.50062514052163e-16,3.27915547738406e-13,"tufB,tuf,tuf2,tufA,tuf1","","False",131567,"gi|408680092|ref|YP_006879919.1| Translation elongation factor Tu [Streptomyces venezuelae ATCC 10712]"
"44522900",124.581091404018,-1.96806757915557,0.242426079850319,-8.11821723294256,4.73081449510765e-16,3.28273470584327e-13,"BN707_01007,BN541_02512","","False",139043,"gi|547277879|ref|WP_022011516.1| putative uncharacterized protein [Bacteroides fragilis CAG:558]"
"62502762",78.392928624282,-9.55730312309225,1.19283993276768,-8.01222599994366,1.12650610637972e-15,7.25764620855681e-13,"BN626_02218,ERE_04540,EUR_31480,EUBREC_0246","","False",1730,"gi|238922671|ref|YP_002936184.1| hypothetical ABC transporter extracellular binding protein [Eubacterium rectale ATCC 33656]"
"62573684",60.6482543675249,-2.48310483365145,0.309994127479506,-8.01016733394604,1.14552472410655e-15,7.25764620855681e-13,"BN462_01825,BN720_00990,BN531_01230,RBR_18950","","False",186802,"gi|479151659|ref|YP_007781835.1| carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-) [Ruminococcus bromii L2-63]"
"61501583",44.6301350728769,-5.05654733996698,0.631851382891187,-8.00274791966038,1.21672865505989e-15,7.3875708173053e-13,"PNLIP","PNLIP","True",9606,"sp|P16233|LIPP_HUMAN Pancreatic triacylglycerol lipase OS=Homo sapiens GN=PNLIP PE=1 SV=1"
"61592736",136.116172162338,-3.48860748188405,0.436965393499381,-7.9837157216181,1.41992825766934e-15,8.27647782830305e-13,"","","False",NA,"V1.UC40-0_GL0130575  [gene]  locus=scaffold4844_1:4639:8433:- [Complete] codon-table.11"
"61483658",64.2442431818574,-2.68303862267567,0.336443896536551,-7.97469845729298,1.52753307938477e-15,8.56123539722882e-13,"CTRB2","CTRB2","True",9606,"tr|H3BTQ4|H3BTQ4_HUMAN Chymotrypsin B2 chain A (Fragment) OS=Homo sapiens GN=CTRB2 PE=2 SV=1"
"63549877",149.181370141928,-1.48939662563107,0.187444931295168,-7.94578234439283,1.9296899070019e-15,1.04146078980858e-12,"BF638R_3053,BN624_00546,BN503_01476,BF3207,BT_0173,Bacsa_0015,BN536_02263,BN615_01419,BN510_01904,BN497_00989,BN642_00114,mru_0186,CEA_G2575,BARVI_05645,BN472_02034,Cspa_c21670,BN563_00243,BN674_00874,BN553_00112,Bache_3015,Despr_1681,CPF_1440,Trebr_1440,BN779_01355,CDLVIII_2635,BN614_00929,BN695_00202,BN805_00946,BN521_00179,Palpr_0279,BN511_01148,MELS_0372,BN527_00161,BN591_00610,BN461_01225,BN622_01905,BN783_02891,BN777_01072,BN496_00108,EUS_13670,BDI_1524,BN689_00003,BN691_01499,BN693_01495,BN666_00728,BN760_01150,CLSA_c30330,BN759_00205,BN529_00228,CLH_2522,BN507_00109,Odosp_2925,CPR_1246,BVU_2514,Bcop_0804,BN604_01004,Cbei_1495,BN616_02436,HA1_07712,BN509_01067,CA_C2564,BN650_00811,BN560_01502,BN787_00392,BN490_00513,BN530_01533,BN728_02604,BN741_01714,Amuc_1903,BN543_01897,CLL_A2793,BN594_02538,BN686_01846,BN646_00459,Tresu_1480,BN709_02342,BN577_01024,BN471_02775,Clopa_1860,Spica_2354,BN577_00991,CPE1232,BN644_02359,BN480_00874,BN812_00778,BN483_00725,BN773_00166,Corgl_1138,BN731_01966,BN550_01048,BN725_01720,BN543_01550,Emin_0796,ES1_17540,BN791_01642,BN697_02571,PRU_0687,Clole_1704,BN464_00842,BN466_02289,BN585_00566,BN790_00286,CM240_1280,BN715_01045,BN477_00697,BN623_01167,BN468_01131,BN637_01886,BN744_01154,BF9343_2960,BN557_00032,OBV_03250,SMB_G2599,Olsu_0414,BN664_01162,BN681_01076,BXY_41800,BN750_02104,BN493_00724,BN736_00993,BN676_00593,BN673_01656,BN670_00522,BN788_00546,BN601_01513","","False",131567,"gi|548253612|ref|WP_022471220.1| putative uncharacterized protein [Bacteroides thetaiotaomicron CAG:40]"
"36457461",70.5283300720686,-9.40451301225843,1.19956923633855,-7.83990846661242,4.50874971701273e-15,2.31169482518867e-12,"","","False",NA,"SRS011529.203912-T1-C"
"46363423",71.2530866136762,-9.41921399249205,1.20183242078772,-7.83737718301721,4.60054556206914e-15,2.31169482518867e-12,"","","False",NA,"SRS017821.137747-T1-C"
"61534314",46.6641647450768,-5.92903977702995,0.758268478286148,-7.81918271273899,5.31673923418184e-15,2.58251747068326e-12,"DMBT1","DMBT1","True",9606,"sp|Q9UGM3-9|DMBT1_HUMAN Isoform 9 of Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1"
"23504689",108.710412806337,-1.77737526545984,0.230855646934889,-7.69907641012194,1.37053201917489e-14,6.44238470432789e-12,"","","False",28211,"gi|494513073|ref|WP_007302531.1| elongation factor Tu [Wolbachia endosymbiont of Culex quinquefasciatus]"
"62915203",156.93452547419,-2.0315488861854,0.265570857895761,-7.64974328238529,2.01380940073911e-14,9.17038455861574e-12,"tuf,TL13_0553","","False",2,"gi|446249704|ref|WP_000327559.1| elongation factor Tu, partial [Streptococcus agalactiae]"
"22471287",43.8744531176433,9.15549714928406,1.20723380773032,7.58386411203725,3.35412455098024e-14,1.48110008960255e-11,"ECP_1489,EcolC_2164,P423_08265,LY180_18030,NRG857_17475,ECSF_3345,CDCO157_1940,EKO11_2326,O3O_12600,APECO78_21375,gadB,ETAC_13810,O3O_24360,O3K_01310,ETEC_1563,UM146_09595,gadB2,gadA,BOV_A0309,ECP_3616,ECO55CA74_20355,BN643_00983,O3K_13030,ETEC_3763,ECSE_3786,ETAF_2604,ECSF_1402,P423_19575,O3M_12995,LY180_07735,ECO55CA74_09085,APECO78_11190,ECSE_1583,BSUIS_B0344,CDCO157_4135,BCA52141_II0717,NRG857_07375,YE105_C3391,UMNK88_4295,O3M_01340,NT01EI_0906,UMNK88_1898,UM146_17740,ECOK1_3956,EcolC_0200","","False",1224,"gi|446818787|ref|WP_000896043.1| glutamate decarboxylase subunit alpha [Escherichia coli]"
"46382125",56.2194101408301,-9.07762326324931,1.19812841672296,-7.57650276593708,3.54994139442946e-14,1.52146311763606e-11,"","","False",NA,"SRS017821.156449-T1-C"
"63078357",85.1871943825797,-1.77387626883902,0.235321244251315,-7.53810508899305,4.76849529997511e-14,1.98532895746392e-11,"BN816_00558,CK5_34170,BN618_00121,BN544_01249,Closa_0793,BN561_00415,BN586_01300,BN526_00763,BN724_01456,CK1_38800,BN774_00137,BN690_00711,BN630_00034,BN605_01479,BN749_01267,BN765_02213,BN537_00231,EubceDRAFT1_1803,BN651_02110,BN747_00416,BN703_00585,BN450_01845,BN568_02014,BN504_00867,BN546_00215,EUBELI_01815,BN734_01779,BN564_00752,BN596_01323,BN525_00755,BN652_00409,BN671_00476,BN803_02192,BN538_01806,BN499_02467,BN642_01762,BN687_00151,RTO_05560,BN627_00402,bpr_I2802,BN508_00568,BN656_00605,BN524_01005","","False",2,"gi|495392130|ref|WP_008116831.1| sugar ABC transporter ATP-binding protein [[Bacteroides] pectinophilus]"
"61513208",55.3092181639526,-4.43514000424848,0.590553842736984,-7.51013655874858,5.9065716269414e-14,2.39084893743861e-11,"AMY2B,AMY1A","","True",9606,"tr|Q5T084|Q5T084_HUMAN Alpha-amylase 1 (Fragment) OS=Homo sapiens GN=AMY1A PE=4 SV=1"
"37974360",35.7077369733684,-3.25966628063154,0.43480380307355,-7.4968669951586,6.5361240671429e-14,2.53610584681003e-11,"RBR_04310,BN462_00721","","False",1263,"gi|479150435|ref|YP_007780611.1| hypothetical protein RBR_04310 [Ruminococcus bromii L2-63]"
"62194406",141.780485028222,-3.18514692907995,0.424951231229633,-7.4953234512663,6.6135068747448e-14,2.53610584681003e-11,"BN772_02742,BN666_02386,BXY_20240,BF4485,BN644_03697,BN594_00431,Bcop_0431,BN750_00805,BN669_01998,BN707_02013,BN464_02688,BN507_01274,BN506_02076,BN744_02330,BF638R_4362,BN711_00733,BN535_03266,BN523_03658,BF9343_4169,BN727_01262,BT_2844,Bache_0875,BN541_01657","","False",816,"gi|548160108|ref|WP_022385657.1| uncharacterized protein [Bacteroides sp. CAG:462]"
"61455332",50.9400622017473,-2.87144881676266,0.383458323335395,-7.48829440390351,6.97743781186886e-14,2.60705702037315e-11,"IGLL5","IGLL5","True",9606,"sp|B9A064|IGLL5_HUMAN Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens GN=IGLL5 PE=2 SV=2"
"61518899",54.4021200145499,-9.03022529601185,1.20846971244077,-7.47244651897258,7.87173657633212e-14,2.86767363475779e-11,"CUZD1","CUZD1","True",9606,"sp|Q86UP6|CUZD1_HUMAN CUB and zona pellucida-like domain-containing protein 1 OS=Homo sapiens GN=CUZD1 PE=2 SV=1"
"62274246",31.7002887581001,2.89260216669847,0.388455584133288,7.44641674582273,9.5909513304194e-14,3.40876445821638e-11,"guaB","guaB","False",171549,"gi|494307657|ref|WP_007173608.1| inosine 5'-monophosphate dehydrogenase [Prevotella bergensis]"
"60800392",48.021512232387,-8.85007349531392,1.20655550109568,-7.33499079592865,2.21736724396869e-13,7.69320844740756e-11,"","","False",NA,"SRS064557.127429-T1-C"
"46904478",46.8977786241032,-8.81594173510107,1.20581631392221,-7.31118134106601,2.64803872709706e-13,8.97377217006007e-11,"","","False",NA,"SRS018427.207950-T1-C"
"47341252",43.944794138717,-8.7222378887457,1.20337746536782,-7.24813131354397,4.22560845957691e-13,1.39944469256715e-10,"","","False",NA,"SRS019030.45861-T1-C"
"8092444",44.4581728901469,-4.1191892337854,0.569026983142417,-7.23900510137046,4.51988031185293e-13,1.46363768676269e-10,"tuf,tuf2,tuf1","","False",80811,"gi|338534253|ref|YP_004667587.1| elongation factor Tu [Myxococcus fulvus HW-1]"
"11783818",36.0998500618414,2.54008733127096,0.351190688302611,7.23278667651416,4.73182378042123e-13,1.49895948104996e-10,"BN535_02745,BN560_01971","","False",171549,"gi|547311115|ref|WP_022042976.1| pyruvate phosphate dikinase [Bacteroides caccae CAG:21]"
"61565673",43.2735559052837,-8.69986595574614,1.20487291074474,-7.22056731308592,5.17711352802042e-13,1.60512549638965e-10,"ERE_20420,BN662_00252,EUR_21100,BN626_00519","","False",186802,"gi|547834602|ref|WP_022242474.1| glycosidases [Roseburia sp. CAG:45]"
"17773601",33.435253122352,8.76286803791719,1.21436292200451,7.21602074563724,5.35308943014101e-13,1.62510873283364e-10,"","","False",561,"gi|446239731|ref|WP_000317586.1| hypothetical protein, partial [Escherichia coli]"
"61697822",62.9677099559767,1.7768759345623,0.246424020429167,7.21064420370926,5.56877874822851e-13,1.65608661059563e-10,"BN543_00998,BN679_01494,BN675_02953,BN487_00716,BN691_01974,BN659_01952,BN460_01049,BN536_00864,BN736_01419,BDI_1031,BN666_00309,BN464_01049,BN725_00482,BN769_01311,BN532_00514,Poras_0261,ppdK,BN477_01423,BN727_00105,BN693_01481,BN529_02327,BN812_00992,BN744_00523,BN612_00694,BN637_00004,BN673_01944,BN772_02780,BT_0644,BN759_01582,BN471_00236,BN707_02507,Bacsa_0264,BXY_02130,BF2538,BN509_01729,BN711_02304,BN728_02218,PGN_1338,Bache_2550,CFPG_339,BN461_01184,BN762_01649,BVU_3358,BN821_01143,BN465_01359,BN467_01075,BN644_00554,BN541_00625,HMPREF0669_00467,BN510_01180,BN750_00118,BN697_01850,BN507_00826,BN506_00411,BN594_00885,Bcop_1886,BN669_02784,BN646_01332,BN473_00553,BN773_01462,BN604_02779,BN523_00367,Palpr_0100","","False",2,"gi|332299462|ref|YP_004441383.1| pyruvate, phosphate dikinase [Porphyromonas asaccharolytica DSM 20707]"
"49813942",81.5106653194737,-2.22865301452441,0.309224202466501,-7.20723991443021,5.70973546243458e-13,1.66404530317193e-10,"","","False",NA,"SRS017521.203778-T1-C"
"42002967",30.8331946104989,-4.49423715798687,0.62591876523845,-7.18022434792276,6.95971176933282e-13,1.98856705691604e-10,"","","False",NA,"SRS015217.159993-T1-C"
"21364622",133.59287355833,-1.21297931831039,0.169253265914736,-7.16665236416438,7.68538572212271e-13,2.15368155274562e-10,"BN739_01449,BN562_01404,BN714_00695,CL2_05360,BN647_01763,BN583_01316","","False",2,"gi|547881771|ref|WP_022287171.1| pyruvate-flavodoxin oxidoreductase [Ruminococcus sp. CAG:57]"
"61641058",56.9316942285158,-1.96097159405591,0.274235827683635,-7.15067615569961,8.63514903896e-13,2.37417720369293e-10,"","","False",820,"gi|492419115|ref|WP_005838169.1| hypothetical protein [Bacteroides uniformis]"
"61499660",40.0608312531717,-8.58859132244141,1.20810476440361,-7.10914448440342,1.16764461425185e-12,3.15091061460704e-10,"PLA2G1B","PLA2G1B","True",9606,"sp|P04054|PA21B_HUMAN Phospholipase A2 OS=Homo sapiens GN=PLA2G1B PE=1 SV=3"
"13554466",30.8380703652738,8.64586717397646,1.21678802098605,7.10548347358819,1.19902053378538e-12,3.176750403331e-10,"O3K_01315","O3K_01315","False",543,"gi|510998262|ref|WP_016265900.1| glutamate decarboxylase [Escherichia coli]"
"52446684",89.963623274274,4.57422634547795,0.644832393866957,7.09366711254539,1.30604073303666e-12,3.33888167751056e-10,"","","False",NA,"MH0433_GL0111678  [gene]  locus=scaffold71756_4:530:1540:- [Complete] codon-table.11"
"63703257",89.963623274274,4.57422634547795,0.644832393866957,7.09366711254539,1.30604073303666e-12,3.33888167751056e-10,"","","False",244127,"gi|511074262|ref|WP_016315780.1| glyceraldehyde-3-phosphate dehydrogenase 2 [Anaerotruncus sp. G3(2012)]"
"22871404",53.0101883306246,-4.52943536572222,0.641512871936871,-7.06055258415445,1.65841771777005e-12,4.16663154885261e-10,"","","False",68287,"gi|563440574|ref|WP_023667445.1| elongation factor Tu [Mesorhizobium sp. LSJC285A00]"
"74304065",45.7775404888402,-5.33760911756622,0.758231006149301,-7.03955532585436,1.92854297306058e-12,4.76317427176928e-10,"tuf,tuF","","False",2,"tr|W8JGM0|W8JGM0_9CHLA Elongation factor Tu OS=Chlamydia avium 10DC88 GN=tuf PE=3 SV=1"
"64990955",137.189837988845,-1.26482234729952,0.180128292014333,-7.02178615671812,2.19049625337848e-12,5.31998523403854e-10,"","","False",NA,"MH0360_GL0053463  [gene]  locus=scaffold40060_2:1:786:- [Lack both ends] codon-table.11"
"62411166",78.8068889579123,-1.73884083243015,0.248150247240626,-7.00720975201783,2.4311766247244e-12,5.80772225827606e-10,"BN714_01051","BN714_01051","False",1262962,"gi|547882134|ref|WP_022287526.1| putative uncharacterized protein [Ruminococcus sp. CAG:57]"
"41050172",40.2738248232983,-2.5049516813825,0.357871667847123,-6.99958087336652,2.5672935404565e-12,6.03396797927938e-10,"BN729_00090,BN481_01218","","False",129701,"gi|547305478|ref|WP_022037620.1| fructose-1 6-bisphosphate aldolase [Ruminococcus gnavus CAG:126]"
"23619953",106.037451800156,-2.21994047067839,0.318700903552073,-6.96559202040566,3.27025580316396e-12,7.37050258809673e-10,"tuf2,tufA,tuf-1,H730_02930,SALWKB2_0243,tufB1,tuf-2,tufB,tuf_1,tuf1.1,tufB2,tuf_2,tuf1,tuf,tufA1","","False",131567,"gi|431800505|ref|YP_007227408.1| elongation factor Tu [Pseudomonas putida HB3267]"
"45151444",54.4142004609104,-2.69713098490181,0.387127348228025,-6.96703810063336,3.23683034774228e-12,7.37050258809673e-10,"","","False",NA,"SRS017103.242489-T1-C"
"64629942",41.6930908854027,-2.31897950731126,0.332955012072557,-6.96484336690482,3.28769330377634e-12,7.37050258809673e-10,"","","False",NA,"MH0371_GL0051555  [gene]  locus=scaffold23636_2:2:853:+ [Lack both ends] codon-table.11"
"20922541",174.077590848751,-1.17105555963337,0.168209689771538,-6.96187931399132,3.35763095355399e-12,7.41324215987709e-10,"BN766_00167,BN690_02457,CK1_17950,BN718_01935,BN746_03539,BN789_01019,Clocel_2187,BN545_01515,BN647_02185,BN516_00985,BN508_01193,BN564_01662,RO1_13060,BN795_01304,bpr_I1180,BN785_02000,BN526_01140,BN633_00150,ELI_0745,BN656_01621,BN771_02148,BN609_01267,MHY_27520,CL2_03660,BN606_00355,BN699_01659,BN486_00887,RTO_27580,BN648_01792,BN538_01444,RHOM_08555,BN572_00124,BN765_00649,BN596_01660,UWK_01519,BN525_01216,BN749_02422,BN600_00128,BN660_00646,BN683_02198,BN500_00954,BN708_00824,BN566_01006,BN751_00961,BN767_00596,BN632_00945,BN569_00758,BN470_01277,BN499_02254,BN518_00788,BN816_00333,Cphy_3261,BN719_01725,BN774_01034,BN485_00570,BN820_01224,BN671_00449,BN584_01678,BN562_01060,BN605_01800,EUBELI_01242,BN743_01725,BN568_00493,BN649_01545,BN559_00437,BN544_00669,RUM_20600,CbC4_1961,BN714_01812,EubceDRAFT1_0169,BN555_00672,BN640_01696,BN611_00741,BN454_01445,BN482_02304,BN786_00075,BN627_01106,BN524_01091,BN652_00948,BN710_00130,BN618_00729,BN723_03293,BN703_00644,BN687_01449,BN756_00590,BN481_01542,BN794_00277,EUR_17250,BN602_00058,BN757_01184,CK3_16300,BN547_00267,BN737_01000,BN797_00386,Rumal_0638,BN586_01617,Awo_c30840,EUBREC_2145,CXIVA_09170,BN512_00443,BN653_01279,ROI_24480,BN565_00067,BN501_00748,Closa_2929,SELR_24140,CLG_B0031,BN730_00059,BN476_01733,CK5_23890,BN631_00012,BN517_00200,BN651_01623,CCU_00370,BN635_01077,BN724_00167,NT01CX_0217,BN639_02146,BN734_00248,CIY_16910,BN747_02589,BN630_02018,BN645_00309,BN498_01662,BN583_02201,BN561_00164,ERE_31630,BN634_02243,CC1_33890,BN782_00555,BN488_01568,BN593_00478,BN546_01034","","False",2,"gi|547212314|ref|WP_021952913.1| uncharacterized protein [Eubacterium sp. CAG:161]"
"10523776",165.338075618622,-2.74830617646594,0.395042846932764,-6.95698250912438,3.47638099268487e-12,7.56086922767223e-10,"BVU_0879,BN659_02492,BN759_00051,BN800_01705,BN728_01327,Bacsa_2449,BN509_00122,BN612_00394,BN461_00876,BN697_00404,BN543_02036,BN821_00619,BN762_00318,BN536_00706","","False",976,"gi|325299546|ref|YP_004259463.1| hypothetical protein [Bacteroides salanitronis DSM 18170]"
"46953445",35.9891324814334,-8.43413172069424,1.21291192302708,-6.95362256778306,3.5602334558212e-12,7.62937087032742e-10,"","","False",NA,"SRS018575.42070-T1-C"
"23297167",52.4593283419366,-4.94818696963768,0.71195727071597,-6.95011789775194,3.64981062614457e-12,7.70797687596792e-10,"","","False",28211,"gi|564003277|ref|WP_023829542.1| elongation factor Tu [Mesorhizobium sp. L103C120A0]"
"64907888",98.0301488084667,-1.63901001026398,0.237304151812952,-6.90679028471396,4.95741945993954e-12,1.03199309100341e-09,"","","False",NA,"O2.UC19-2_GL0110125  [gene]  locus=scaffold6127_9:1:801:- [Lack 3'-end] codon-table.11"
"62214200",34.4462123786059,-8.37098225413727,1.21285259924928,-6.90189579452495,5.1313072252431e-12,1.05314660403158e-09,"BN765_01486","BN765_01486","False",1263077,"gi|547480504|ref|WP_022098438.1| putative uncharacterized protein [Eubacterium eligens CAG:72]"
"62236100",87.8755105516304,-2.06086684691513,0.29912060844277,-6.88975212254368,5.58896878726473e-12,1.13114518288919e-09,"BN808_01136,BN450_00289,BN501_02426,BN749_01907,RHOM_03330","","False",1239,"gi|511047864|ref|WP_016301757.1| hypothetical protein [Lachnospiraceae bacterium COE1]"
"43285847",35.1548086591987,-8.40027102620349,1.22060396619207,-6.88206106064845,5.89927147343689e-12,1.17759156042359e-09,"","","False",NA,"SRS015854.43371-T1-C"
"56296788",33.4911439302643,-8.33024708153684,1.21141962260842,-6.87643400030142,6.13693472232708e-12,1.20847855099662e-09,"","","False",NA,"SRS043001.106091-T1-C"
"37649359",39.4024013718524,-2.3734076650959,0.345748120534021,-6.86455695386018,6.66979270184107e-12,1.29589625668304e-09,"","","False",NA,"SRS015133.236366-T1-C"
"23967352",26.5817191947248,8.43303056395263,1.22932337014386,6.85989607678716,6.89106603776857e-12,1.32127124082057e-09,"","","False",562,"gi|446375014|ref|WP_000452869.1| hypothetical protein, partial [Escherichia coli]"
"61656451",28.1560182210184,-4.36168622590574,0.637621380763373,-6.84055829602803,7.8885137288505e-12,1.49280260367708e-09,"","","False",816,"gi|495117162|ref|WP_007841979.1| MULTISPECIES: membrane protein [Bacteroides]"
"69190842",50.5021729756683,-2.9020935086029,0.424362292842191,-6.83871672284067,7.99057116983341e-12,1.49280260367708e-09,"","","False",NA,"SRS024265.23970-T1-C"
"44914113",49.7029238782943,-2.10064600572892,0.307996403116507,-6.82035888884811,9.08133519545265e-12,1.6642486911049e-09,"","","False",NA,"SRS017103.876-T1-C"
"61862487",24.804775225942,3.34255000684829,0.490146925546809,6.81948581666473,9.13669333573921e-12,1.6642486911049e-09,"BN594_01578,BN759_02366,BN612_01185,BN523_01136,BN467_00905,BN530_00442,BN821_00685,BN477_02437,Bacsa_0551,BN509_00357,BN543_02621,BN762_02438,BN529_00133,BN567_00315,BN697_01010,BT_2090,BN507_00994,BARVI_01950,BN461_01446,BN677_01246,BN669_03193,BN744_01732,BN666_00567,BN813_01699,BVU_0310,BF3800,Palpr_1031,BN725_01762,BN506_03120,BN646_00843,BN607_02665,BN536_01978,BN707_02099,BN772_03286,BN535_02591,BN686_00771,BN541_00761,BFO_2747,BDI_2302,Bache_3333,BN473_01267,BN585_01233,BN675_02554,BN750_02068,BN644_02560,mutB,BN464_02282,BN728_00213,BN727_02347,BN458_00750,BXY_12030,BN659_01168,BN532_01510","","False",976,"gi|491866038|ref|WP_005641567.1| MULTISPECIES: methylmalonyl-CoA mutase [Parabacteroides]"
"47128665",32.7782400406076,-5.10147993789813,0.749897066017531,-6.80290691759937,1.02528899762109e-11,1.8445075646092e-09,"","","False",NA,"SRS018817.12959-T1-C"
