,gn,gn1,human_mouse,lca,name
1958375,,,False,280463,gi|551575470|ref|XP_005773457.1| hypothetical protein EMIHUDRAFT_435795 [Emiliania huxleyi CCMP1516]
1963894,,,False,5654,gi|401417155|ref|XP_003873071.1| putative pyruvate phosphate dikinase [Leishmania mexicana MHOM/GT/2001/U1103]
1967039,,,False,5654,gi|401425300|ref|XP_003877135.1| putative glutamate dehydrogenase [Leishmania mexicana MHOM/GT/2001/U1103]
2008440,"tuf,tufA",,False,131567,gi|571027788|ref|YP_008899906.1| translation elongation factor Tu TufA [Thermosynechococcus sp. NK55a]
2011663,,,False,,gi|301500988|ref|YP_003795453.1| ATP synthase CF1 beta subunit [Alveolata sp. CCMP3155]
2011772,,,False,280699,gi|30468230|ref|NP_849117.1| RNA polymerase beta' chain [Cyanidioschyzon merolae strain 10D]
2022201,,,False,5820,gi|457875574|ref|XP_004224353.1| glutamate dehydrogenase [Plasmodium cynomolgi strain B]
2057470,,,False,1093141,"gi|553178935|ref|XP_005852624.1| histone h4, partial [Nannochloropsis gaditana CCMP526]"
2105368,,,False,905079,gi|551632808|ref|XP_005819269.1| hypothetical protein GUITHDRAFT_160331 [Guillardia theta CCMP2712]
2106886,,,False,905079,gi|551636635|ref|XP_005821141.1| hypothetical protein GUITHDRAFT_119655 [Guillardia theta CCMP2712]
2114380,,,False,543,"gi|582975397|ref|WP_024146899.1| bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase, partial [Salmonella enterica]"
2120552,,,False,905079,gi|551667083|ref|XP_005836302.1| mitochondrial translation elongation factor Tu [Guillardia theta CCMP2712]
2159483,,,False,352914,gi|82915173|ref|XP_728992.1| glutamate dehydrogenase [Plasmodium yoelii yoelii 17XNL]
2160032,,,False,36329,gi|124808527|ref|XP_001348337.1| NADP-specific glutamate dehydrogenase [Plasmodium falciparum 3D7]
2163256,,,False,5758,"gi|167383511|ref|XP_001736561.1| pyruvate, phosphate dikinase [Entamoeba dispar SAW760]"
2271726,BN496_01300,BN496_01300,False,1262736,gi|547463754|ref|WP_022082895.1| pyruvate phosphate dikinase [Bacteroides sp. CAG:144]
2287574,,,False,,V1.CD46-0_GL0109549  [gene]  locus=scaffold3071_8:2:685:- [Lack both ends] codon-table.11
2320559,,,False,412133,gi|123438757|ref|XP_001310157.1| glutamate dehydrogenase [Trichomonas vaginalis G3]
2342451,,,False,484906,gi|156087106|ref|XP_001610960.1| glutamate dehydrogenase [Babesia bovis T2Bo]
2357132,,,False,,V1.CD22-0_GL0157698  [gene]  locus=C1644595_1:1:594:- [Lack both ends] codon-table.11
2399443,,,False,184922,gi|159114064|ref|XP_001707257.1| NADP-specific glutamate dehydrogenase [Giardia lamblia ATCC 50803]
2409733,,,False,556484,gi|219127281|ref|XP_002183867.1| predicted protein [Phaeodactylum tricornutum CCAP 1055/1]
2410456,,,False,296543,gi|224002132|ref|XP_002290738.1| pyruvate phosphate dikinase [Thalassiosira pseudonana CCMP1335]
2429252,,,False,5782,gi|330795361|ref|XP_003285742.1| hypothetical protein DICPUDRAFT_91566 [Dictyostelium purpureum]
2433827,ACTA1,ACTA1,True,9606,"tr|A6NL76|A6NL76_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens GN=ACTA1 PE=2 SV=2"
2433984,"Actb,Actg2,ACTG1",,True,314146,"tr|D3YZY0|D3YZY0_MOUSE Actin, gamma-enteric smooth muscle (Fragment) OS=Mus musculus GN=Actg2 PE=1 SV=1"
2478382,,,False,28901,"gi|446363992|ref|WP_000441847.1| hypothetical protein, partial [Salmonella enterica]"
2481550,,,False,403677,"gi|301118088|ref|XP_002906772.1| pyruvate, phosphate dikinase, putative [Phytophthora infestans T30-4]"
2550329,TV1006,TV1006,False,50339,gi|13541807|ref|NP_111495.1| pyruvate phosphate dikinase [Thermoplasma volcanium GSS1]
2569637,glyA,glyA,False,101192,gi|505138541|ref|WP_015325643.1| glycine/serine hydroxymethyltransferase [Methanomethylovorans hollandica]
2594166,guaB,guaB,False,2203,gi|88603870|ref|YP_504048.1| inosine-5'-monophosphate dehydrogenase [Methanospirillum hungatei JF-1]
2596686,glyA,glyA,False,2191,gi|499766364|ref|WP_011447098.1| serine hydroxymethyltransferase [Methanospirillum hungatei]
2599458,glyA,glyA,False,2222,gi|330506509|ref|YP_004382937.1| serine hydroxymethyltransferase [Methanosaeta concilii GP6]
2609128,glyA,glyA,False,83984,gi|124486174|ref|YP_001030790.1| serine hydroxymethyltransferase [Methanocorpusculum labreanum Z]
2611346,glyA,glyA,False,2191,gi|307352884|ref|YP_003893935.1| glycine hydroxymethyltransferase [Methanoplanus petrolearius DSM 11571]
2647227,"PH0194,msmK,PYCH_17130,TAM4_696,malK-1",,False,2259,gi|337285170|ref|YP_004624644.1| maltdextrin ABC transporter ATPase [Pyrococcus yayanosii CH1]
2651164,Mpal_2404,Mpal_2404,False,475088,"gi|219852975|ref|YP_002467407.1| dTDP-glucose 4,6-dehydratase [Methanosphaerula palustris E1-9c]"
2717161,Metev_0326,Metev_0326,False,2322,gi|502958844|ref|WP_013193820.1| pyruvate phosphate dikinase [Methanohalobium evestigatum]
2749207,FFONT_0343,FFONT_0343,False,683846,gi|504370380|ref|WP_014557482.1| pyruvate phosphate dikinase [Fervidicoccus fontis]
2752055,,,False,,SRS013215.4190-T1-C
2775482,"Mbur_0966,MM_1770,Mmah_0650,Mbar_A1396,Metho_1630,Mpsy_0888,Mzhil_1159,ppdK,MmTuc01_1846",,False,2206,tr|K4MC99|K4MC99_9EURY Pyruvate phosphate dikinase OS=Methanolobus psychrophilus R15 GN=Mpsy_0888 PE=4 SV=1
2786018,dnaK,dnaK,False,2191,gi|124485764|ref|YP_001030380.1| hypothetical protein Mlab_0943 [Methanocorpusculum labreanum Z]
3448425,AMDU3_IPLC00001G0441,AMDU3_IPLC00001G0441,False,667138,tr|T0MXX7|T0MXX7_9EURY Uncharacterized protein OS=Thermoplasmatales archaeon I-plasma GN=AMDU3_IPLC00001G0441 PE=4 SV=1
3475102,glyA,glyA,False,2157,gi|495692778|ref|WP_008417357.1| serine hydroxymethyltransferase [Halalkalicoccus jeotgali]
3520520,,,False,,1_GL0057565_1_498_+
3543367,glyA,glyA,False,433,tr|W6IN44|W6IN44_9PROT Serine hydroxymethyltransferase OS=Granulibacter bethesdensis CGDNIH2 GN=glyA PE=3 SV=1
3545035,"APA22_19100,Gdia_2026,GbCGDNIH3_2098,GXY_08205,APA03_19100,APA12_19100,GLX_11500,GbCGDNIH4_2098,APA26_19100,APA42C_19100,APA01_19100,APA07_19100,GbCGDNIH2_2098,GbCGDNIH1_2098,Acry_2184,H845_2319,podA,ppdK,APA32_19100",,False,1224,gi|162147113|ref|YP_001601574.1| pyruvate phosphate dikinase [Gluconacetobacter diazotrophicus PAl 5]
3557492,tuf,tuf,False,31953,gi|502666060|ref|WP_012902002.1| elongation factor Tu [Bifidobacterium dentium]
3577546,,,False,1095727,gi|446491145|ref|WP_000568999.1| DNA-directed RNA polymerase subunit alpha [Streptococcus sp. SK643]
3585948,rpoA,rpoA,False,129337,gi|530600554|ref|YP_008416109.1| DNA-directed RNA polymerase subunit alpha [Geobacillus sp. JF8]
3593277,,,False,891,gi|492847400|ref|WP_006001354.1| inosine 5'-monophosphate dehydrogenase [Desulfuromonas acetoxidans]
3595276,ppdK,ppdK,False,1599,gi|81428750|ref|YP_395750.1| pyruvate phosphate dikinase [Lactobacillus sakei subsp. sakei 23K]
3595283,,,False,28038,gi|490390540|ref|WP_004269995.1| serine hydroxymethyltransferase [Lactobacillus curvatus]
3607846,,,False,562,"gi|446723195|ref|WP_000800508.1| hypothetical protein, partial [Escherichia coli]"
3642000,icd,icd,False,1118,gi|172038115|ref|YP_001804616.1| isocitrate dehydrogenase [Cyanothece sp. ATCC 51142]
3642888,rpsG,rpsG,False,241425,gi|505016865|ref|WP_015203967.1| 30S ribosomal protein S7 [Crinalium epipsammum]
3650534,c4532,c4532,False,562,gi|26250352|ref|NP_756392.1| hypothetical protein c4532 [Escherichia coli CFT073]
3675519,"AU68_19010,AU81_18690,AV17_18630,AV57_18665,AU91_18670,CFSAN001080_14525,AU99_18660,AV01_18660,AV68_23825,AV86_18685,AU61_18620,AU48_19165,AV94_19050,AV22_21020,AU65_18960,AV82_18640,AV81_18990,AU84_18650,AV59_18630,AU72_18650,AV42_18655,AV10_18650,AV58_18645,rpsE,AV46_18645,AU24_18970,AV13_18645,SEEA0014_03400,AV83_18635,AU35_18920,AV96_16510,AU80_18665,AV32_18660,AU93_18645,AU27_19230,AU47_18980,AU57_21270,AV93_18650,AV67_18745,AV89_18645,AU52_19040,AV38_18680,AV53_18625,AV06_20805,AV41_18680,AV19_18715,AU30_18920,AU78_18675,AU90_18650,AV34_18660,AU50_19115,AV25_18700,AU98_18640,AV95_18770,SEET0819_00715,AV78_19040,AV90_18640,AU76_18655,AU20_18895,AV61_18645,AU79_16515,AV23_19430,AV87_18685,AV66_18755,AV79_19270,AU39_16785,AU87_18650,AU86_15955,AU96_18720,AV62_16525,AV73_14765,AU38_16590,AV91_18650,AV00_18655,AV43_18680,AV44_18685,AV55_18665,AV75_02295,AV45_18640,AV52_18710,AV35_18670,AV20_18660,AV88_18670,AU21_19150,AU71_18640,AV16_18640,AV28_18645,AU83_21250,AU89_18635,AV18_18695,AU51_18975,AV15_20255,AU25_18955,AV85_18685,AV07_19795,CS37_16775,AU41_18940,AU37_16780,AU82_18660,AU32_18745,AU45_18700,CFSAN000658_03335,AU94_18680,AU18_18945,AV27_16505,AU58_12380,AV76_18865,AV26_18715,AV21_18675,AV70_07130,AU55_19000,AV63_18810,AU34_18965,AV92_18665,AV14_18655,AV24_18650,AU29_19135,AV60_18630,AU31_19140,AU92_18695,AV33_18665,AV02_18620,AU33_18945,AU56_20550,AV74_12710,AU64_18975,AV97_18925,AV11_18625,AU74_18710,AV39_18710,AV47_22830,DI57_20470,AV54_18655,AV30_18650,AU75_18660,AV71_00370,AV84_18650,AU69_19000,AV49_18690,AU85_18710,AU28_18945,AU53_21245,AU36_18685,AU63_18990,AV80_18690,AU17_16985,AU19_18955,AV50_18640,AV56_18630,AV72_05155,AU97_18645,AV48_23270,AU23_18930,AU46_18710,AV40_16545,AU26_18985,AV09_18685,AV51_18730,AV69_18670,AU22_18920,AV05_18660,AU44_18665,AV29_18730,AV77_18730,AU40_18705,AU73_18645,AV04_18675,AV12_23395,AU54_16615,AU62_18695,SEEA1592_17335,AU88_18625,AV36_18645,AV65_16525",,False,1236,gi|446863094|ref|WP_000940350.1| 30S ribosomal protein S5 [Escherichia coli]
3688105,"CK3_00640,BN789_00604",,False,2,"gi|479192909|ref|YP_007822447.1| TRAP transporter solute receptor, TAXI family [butyrate-producing bacterium SS3/4]"
3691598,"CL2_06520,BN562_01594",,False,2,gi|496495209|ref|WP_009203745.1| MULTISPECIES: ferredoxin [Lachnospiraceae]
3691661,"BN562_01900,CL2_07270",,False,2,gi|495667961|ref|WP_008392540.1| MULTISPECIES: phosphoenolpyruvate-protein phosphotransferase [Clostridiales]
3691713,glgC,glgC,False,2,gi|495667005|ref|WP_008391584.1| MULTISPECIES: glucose-1-phosphate adenylyltransferase [Clostridiales]
3692115,,,False,,SRS011239.118401-T1-C
3695442,"Synpcc7942_0641,sdhA",,False,32046,gi|81299452|ref|YP_399660.1| succinate dehydrogenase flavoprotein subunit [Synechococcus elongatus PCC 7942]
3704668,rpoC,rpoC,False,138,gi|15594733|ref|NP_212522.1| DNA-directed RNA polymerase subunit beta' [Borrelia burgdorferi B31]
3708079,glnA,glnA,False,63186,gi|503760058|ref|WP_013994134.1| glutamine synthetase [Zobellia galactanivorans]
3709039,glyA,glyA,False,117743,gi|260063083|ref|YP_003196163.1| serine hydroxymethyltransferase [Robiginitalea biformata HTCC2501]
3710169,PB2503_02582,PB2503_02582,False,208216,gi|304320091|ref|YP_003853734.1| pyruvate phosphate dikinase [Parvularcula bermudensis HTCC2503]
3713116,,,False,54311,gi|515875799|ref|WP_017306382.1| molecular chaperone GroEL [Spirulina subsalsa]
3722381,glyA,glyA,False,330214,tr|D8P9P3|D8P9P3_9BACT Serine hydroxymethyltransferase OS=Candidatus Nitrospira defluvii GN=glyA PE=3 SV=1
3723795,ppdK,ppdK,False,330214,"tr|D8PDR0|D8PDR0_9BACT Pyruvate, phosphate dikinase OS=Candidatus Nitrospira defluvii GN=ppdK PE=4 SV=1"
3726933,,,False,,SRS014287.142646-T1-C
3727159,,,False,,SRS017103.106357-T1-C
3727474,glyA,glyA,False,1260,gi|501247649|ref|WP_012290667.1| serine hydroxymethyltransferase [Finegoldia magna]
3727657,glgC,glgC,False,1260,gi|488925685|ref|WP_002836760.1| glucose-1-phosphate adenylyltransferase [Finegoldia magna]
3730682,rplB,rplB,False,31953,gi|479135274|ref|YP_007767074.1| LSU ribosomal protein L2P [Bifidobacterium longum subsp. longum F8]
3740901,"VC_2087,sucA,T2140,VCD_002280,M634_06245,VPUCM_2377,VP0847,VVMO6_02195,VAA_03410,vfu_A01234,N175_05545,VPBB_0804,VIBHAR_01355,B839_15830,VV1032,VCLMA_A1823,M636_17550",,False,1236,gi|493761814|ref|WP_006710479.1| 2-oxoglutarate dehydrogenase E1 [Vibrio ichthyoenteri]
3758205,ROI_06180,ROI_06180,False,166486,"C7GEK5|ROSINTL182_08357 NADH:flavin oxidoreductase, Old Yellow Enzyme family [Roseburia intestinalis L1-82]"
3762103,MHY_12980,MHY_12980,False,158847,"gi|505375344|ref|WP_015562446.1| Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit [Megamonas hypermegale]"
3763561,"ERE_03520,BN626_02046",,False,1730,gi|479213885|ref|YP_007841267.1| Predicted phosphosugar isomerases [Eubacterium rectale M104/1]
3764023,"EUR_25390,BN518_00695,EUBREC_2615,ERE_08670",,False,186802,gi|238924964|ref|YP_002938480.1| putative phosphomannomutase [Eubacterium rectale ATCC 33656]
3768840,"EUR_26750,ERE_07200,BN626_01398,RHOM_03195,EUBREC_2454",,False,186802,D6E1B5|EUR_26750 Alpha-L-arabinofuranosidase [Eubacterium rectale DSM 17629]
3774409,CK1_33230,CK1_33230,False,657323,gi|479155007|ref|YP_007784782.1| Ribosomal protein L17 [Ruminococcus sp. SR1/5]
3775835,"CIY_10440,CIY_10450",,False,831,tr|D4J1B1|D4J1B1_BUTFI Flagellin and related hook-associated proteins OS=Butyrivibrio fibrisolvens 16/4 GN=CIY_10450 PE=4 SV=1
3775978,,,False,,SRS049712.124532-T1-C
3776464,,,False,,SRS011271.225830-T1-C
3776479,"EUR_12140,BN626_01282,ERE_26880,EUBREC_1638",,False,1730,gi|238924000|ref|YP_002937516.1| 4-hydroxy-3-methylbut-2-enyl diphosphate reductase/S1 RNA-binding domain protein [Eubacterium rectale ATCC 33656]
3776526,,,False,,SRS017191.122902-T1-C
3776630,purA,purA,False,1239,gi|479189726|ref|YP_007819765.1| Adenylosuccinate synthase [Butyrivibrio fibrisolvens 16/4]
3776934,,,False,,SRS011586.183116-T1-C
3789452,rpoC,rpoC,False,171,gi|183221353|ref|YP_001839349.1| DNA-directed RNA polymerase subunit beta' [Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)']
3789453,rpoB,rpoB,False,171,gi|183221354|ref|YP_001839350.1| DNA-directed RNA polymerase subunit beta [Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)']
3806763,glyA,glyA,False,209,C3XEZ8|HRAG_00644 serine hydroxymethyltransferase [Helicobacter bilis ATCC 43879]
3902762,ppdK,ppdK,False,258255,"tr|G8PR79|G8PR79_PSEUV Pyruvate, phosphate dikinase OS=Pseudovibrio sp. (strain FO-BEG1) GN=ppdK PE=4 SV=1"
3966757,"STND_0425,GALLO_1293,K710_1163,HSISS4_1272,SMU_913,SmuNN2025_1111,gbs1405,BN551_01092,SDD27957_04160,BN784_00834,gdh,SDE12394_04420,BSA_14140,HSISB1_669,SAIL_13820,HSISS3_1457,HSISS1_551,gdhA,HSISS2_263,STER_0467,STP_0595,KE3_1179,SMUGS5_04035,MSA_14560,Y1U_C0412",,False,1301,gi|408401479|ref|YP_006859442.1| NADP-specific glutamate dehydrogenase [Streptococcus dysgalactiae subsp. equisimilis RE378]
3966777,"HSISS3_480,I872_01355,HSISS1_1398,SALIVB_1722,N597_00760,SGO_1856,HSISS4_1765,Sinf_1081,HSISS2_1953,BN551_00043,STER_1578,STND_1550,HSISM1_500,clpL,Y1U_C1510",,False,1301,gi|489000975|ref|WP_002911636.1| MULTISPECIES: ATP-dependent Clp protease ATP-binding protein [Streptococcus]
3967585,"SDD27957_09595,K710_1771,SDSE167_1894,SDE12394_09095,SDEG_1840,BN738_00534,ptsI,ppdK",,False,1239,gi|408402308|ref|YP_006860272.1| pyruvate phosphate dikinase [Streptococcus dysgalactiae subsp. equisimilis RE378]
3972270,"tufB,tuf,tuf2,tufA,tuf1",,False,131567,gi|408680092|ref|YP_006879919.1| Translation elongation factor Tu [Streptomyces venezuelae ATCC 10712]
3991754,"FPR_13480,FP2_14420",,False,853,"gi|479171850|ref|YP_007800037.1| glucose-1-phosphate adenylyltransferase, GlgD subunit [Faecalibacterium prausnitzii SL3/3]"
3992050,,,False,,MH0349_GL0148137  [gene]  locus=scaffold641_3:919:3474:- [Lack 5'-end] codon-table.11
3992094,,,False,,MH0267_GL0100303  [gene]  locus=scaffold33_2:890:1804:+ [Complete] codon-table.11
3996177,,,False,,MH0238_GL0070737  [gene]  locus=scaffold93071_1:171:563:+ [Lack 3'-end] codon-table.11
3996261,,,False,,SRS019685.17179-T1-C
3996667,rho,rho,False,836,gi|188995494|ref|YP_001929746.1| transcription termination factor Rho [Porphyromonas gingivalis ATCC 33277]
4009240,fusA,fusA,False,1239,gi|479169617|ref|YP_007797942.1| translation elongation factor 2 (EF-2/EF-G) [[Eubacterium] cylindroides T2-87]
4012489,glgA,glgA,False,116085,gi|505325607|ref|WP_015512709.1| glycogen synthase (ADP-glucose) [Coprococcus catus]
4012669,CC1_03500,CC1_03500,False,116085,"gi|479137263|ref|YP_007768695.1| Molecular chaperone, HSP90 family [Coprococcus catus GD/7]"
4013051,"FPR_24210,BN605_00558,BN586_00322,BN457_00406",,False,1239,gi|556498858|ref|WP_023346542.1| hypothetical protein [Firmicutes bacterium ASF500]
4013136,CC1_09030,CC1_09030,False,186803,gi|479137734|ref|YP_007769166.1| Domain of unknown function (DUF1906)./Putative peptidoglycan binding domain [Coprococcus catus GD/7]
4013466,,,False,,SRS053398.10675-T1-C
4013776,CC1_16390,CC1_16390,False,116085,gi|505326867|ref|WP_015513969.1| Acyl-CoA dehydrogenases [Coprococcus catus]
4013914,,,False,,Group2-8A_GL0021992_1_1073_+
4014039,,,False,,MH0372_GL0092323  [gene]  locus=scaffold4523_4:485:2566:- [Complete] codon-table.11
4039008,fusA,fusA,False,1263979,tr|K7YFU6|K7YFU6_9PROT Elongation factor G OS=Candidatus Endolissoclinum faulkneri L2 GN=fusA PE=3 SV=1
4052479,glgA,glgA,False,1386,gi|16080147|ref|NP_390973.1| glycogen synthase [Bacillus subtilis subsp. subtilis str. 168]
4077657,"BAA13334_I03129,RM11_0361,BAbS19_I04890,BCA52141_I0887,BMNI_I0511,Oant_0686,BM590_A0518,ppdK",,False,356,gi|493511947|ref|WP_006466268.1| pyruvate phosphate dikinase [Ochrobactrum intermedium]
4079210,glyA,glyA,False,119977,gi|503768310|ref|WP_014002386.1| serine hydroxymethyltransferase [Acidithiobacillus caldus]
4079228,rpoB,rpoB,False,119977,gi|498327264|ref|WP_010641420.1| DNA-directed RNA polymerase subunit beta [Acidithiobacillus thiooxidans]
4081737,rpoC,rpoC,False,458033,gi|503864753|ref|WP_014098747.1| DNA-directed RNA polymerase subunit beta' [Candidatus Chloracidobacterium thermophilum]
4095716,,,False,,SRS020869.122554-T1-C
4096188,,,False,1505,gi|544696324|ref|WP_021127468.1| chaperonin GroL [[Clostridium] sordellii]
4096855,ELI_1714,ELI_1714,False,1239,gi|310827306|ref|YP_003959663.1| bifunctional purine biosynthesis protein ADE16 [Eubacterium limosum KIST612]
4097327,atpA,atpA,False,1239,gi|514417992|ref|WP_016565683.1| v-type ATP synthase alpha chain [Clostridium sp. CAG:226]
4098765,,,False,,SRS016267.25052-T1-C
4098784,,,False,,SRS062427.66115-T1-C
4100571,"J113_04850,fusA1,FusA,fusA",,False,131567,gi|376244972|ref|YP_005135211.1| elongation factor G [Corynebacterium diphtheriae HC01]
4116244,rpsS,rpsS,False,2,gi|559039717|ref|WP_023558736.1| 30S ribosomal protein S19 [Brevibacillus panacihumi]
4132207,,,False,437507,"gi|516543710|ref|WP_017931335.1| hypothetical protein, partial [Robiginitomaculum antarcticum]"
4137138,"HSIEG1_3217,atpD,atpD2",,False,91061,gi|497705983|ref|WP_010020167.1| F0F1 ATP synthase subunit beta [Lactobacillus farciminis]
4172233,rpoC,rpoC,False,671143,"gi|392373617|ref|YP_003205450.1| RNA polymerase, beta prime subunit [Candidatus Methylomirabilis oxyfera]"
4172235,,,False,,SRS054590.51393-T1-C
4182998,"NT04LS_0641,AX25_02780,gdhA,LIV_0488,NT03LS_0668,NT05LI_0675",,False,1637,gi|347547968|ref|YP_004854296.1| putative NADP-specific glutamate dehydrogenase [Listeria ivanovii subsp. ivanovii PAM 55]
4191959,"RO1_29910,ROI_32790,BN737_02181",,False,1239,G5IPZ8|HMPREF9478_00392 hypothetical protein [Enterococcus saccharolyticus 30_1]
4205147,groL2,groL2,False,316277,gi|85859340|ref|YP_461542.1| molecular chaperone GroEL [Syntrophus aciditrophicus SB]
4220508,"LOCK908_0597,LOCK919_0727,LBPG_02695,LRH_02432,LRHK_604,LBPC_0549,LBCZ_0416,AF91_02185,LCBD_0697,gdh,LCAZH_0556,gdhA,LOCK900_0555,LC2W_0700",,False,1578,gi|513803569|ref|WP_016511264.1| glutamate dehydrogenase [Lactobacillus plantarum]
4224618,"Anae109_3000,Nwat_2244,Noc_0864",,False,2,gi|494919282|ref|WP_007645319.1| glutamate dehydrogenase [Cellvibrio sp. BR]
4228803,"SinmeB_0546,C770_GR4Chr0932,Rleg2_0662,RLEG12_14645,RLEG3_13705,Mesci_4990,Smed_0548,Sinme_0641,ppdK,Rleg_0717",,False,356,"gi|398350546|ref|YP_006396010.1| pyruvate, phosphate dikinase [Sinorhizobium fredii USDA 257]"
4237753,guaB,guaB,False,194,gi|384443413|ref|YP_005659665.1| Inosine-5'-monophosphate dehydrogenase [Campylobacter jejuni subsp. jejuni S3]
4239415,,,False,,SRS045645.109506-T1-C
4239579,rpoA,rpoA,False,31979,gi|110799041|ref|YP_697065.1| DNA-directed RNA polymerase subunit alpha [Clostridium perfringens ATCC 13124]
4246480,"U128_00715,YYU_00895,WSQ_00885,ppdK,U370_00730",,False,768,gi|269959084|ref|YP_003328873.1| pyruvate phosphate dikinase [Anaplasma centrale str. Israel]
4258282,"rpoB,rpoB2,NT07LI_0564,rpoB3",,False,131567,gi|518223869|ref|WP_019394077.1| DNA-directed RNA polymerase subunit beta [Bacillus endophyticus]
4338643,glgA,glgA,False,131567,gi|511064064|ref|YP_008079382.1| bacterial glycogen synthase GlgA [Bacillus licheniformis 9945A]
4343484,rpsB,rpsB,False,186801,gi|442804823|ref|YP_007372972.1| 30S ribosomal protein S2 [Clostridium stercorarium subsp. stercorarium DSM 8532]
4344665,"fusA1,fusA",,False,1239,gi|284049260|ref|YP_003399599.1| translation elongation factor G [Acidaminococcus fermentans DSM 20731]
4423581,glyA,glyA,False,61435,gi|561112550|ref|YP_008855611.1| serine hydroxymethyltransferase [Dehalococcoides mccartyi GY50]
4424095,,,False,1131272,gi|518744258|ref|WP_019902547.1| elongation factor Tu [Chloroflexi bacterium SCGC AB-629-P13]
